"<ID|readonly|noverify>";"<English>";"<Russian>";"<German>"
"notes/note_dendroid/title";"Anomalies: Dendroid";"Аномалии: Дендроид";"Anomalien: Dendroid"
"notes/note_dendroid/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy Insel"
"notes/note_dendroid/paragraph/1";"<color=#d28c3c>Dendroid</color> — a transitional stage between a human infected by the thorns of plants mutated under the influence of Active Matter and a Flowerman.";"<color=#d28c3c>Дендроид</color> — переходная стадия от человека, поражённого шипами мутировавших под влиянием Активной Материи растений, к цветочнику.";"<color=#d28c3c>Dendroid</color> – eine Übergangsstufe zwischen einem Menschen, der von den Dornen pflanzlicher Mutationen unter dem Einfluss von Aktivmaterie infiziert wurde, und einem Blütenmann."
"notes/note_dendroid/paragraph/2";"<color=#d28c3c>Dendroids</color> appear sluggish and clumsy until they spot an enemy, as their bodies are undergoing metamorphosis due to the thorns.";"<color=#d28c3c>Дендроиды</color> выглядят вялыми и неповоротливыми, пока не заметят врага, так как их организм претерпевает метаморфозы под влиянием шипов.";"<color=#d28c3c>Dendroids</color> wirken träge und unbeholfen, bis sie einen Feind erspähen, da ihre Körper aufgrund der Dornen eine Metamorphose durchlaufen."
"notes/note_dendroid/paragraph/3";"All the organism’s recourses at this stage go to the formation of its own ""nest"", using <color=#d28c3c>dendroid</color> body as consumable material.";"Все силы организма в этой стадии уходят на формирование семени собственного ""гнезда"", используя тело <color=#d28c3c>дендроида</color> в качестве расходного материала.";"Alle Ressourcen des Organismus gehen in diesem Stadium in die Bildung eines eigenen „Nestes“, wobei der <color=#d28c3c>Dendroid</color>-Körper als Verbrauchsmaterial dient."
"notes/note_dendroid/paragraph/4";"Aware of their vulnerability in this stage, the creatures often stick together.  They look weaker than a full-fledged Flowerman, but unlike him still retain the fragments of human consciousness, which allows some individuals to use firearms.";"Осознавая свою уязвимость в этой стадии, существа сбиваются в группы. Они выглядят слабее полноценного Цветочника, но в отличие от него еще сохраняют остатки человеческого сознания, что позволяет некоторым особям пользоваться огнестрельным оружием.";"Da sie sich ihrer Verwundbarkeit in dieser Phase bewusst sind, bleiben diese Kreaturen oft zusammen. Sie wirken schwächer als ein voll ausgebildeter Blütenmann, behalten jedoch Fragmente menschlichen Bewusstseins, wodurch einige Individuen Schusswaffen einsetzen können."
"notes/note_dendroid/paragraph/5";"When the metamorphoses are over, the <color=#d28c3c>dendroids</color> merge their seeds to cultivate a single unified nest. Their bodies at this moment become a drained and exhausted shell, having lost the ability to think independently, which then completes the transformation into a Flowerman under the guidance of a strengthened newborn ""nest"".";"Когда метаморфозы заканчиваются, <color=#d28c3c>денроиды</color> сливают свои семена для культивации единого гнезда. Их тела в этот момент представляют собой опустошенную и истощенную оболочку, потерявшую способность самостоятельно мыслить, которая затем завершает превращение в Цветочника под руководством окрепшего новорожденного ""гнезда"".";"Wenn die Metamorphosen abgeschlossen sind, vereinen die <color=#d28c3c>Dendroiden</color> ihre Samen, um ein einziges, gemeinsames Nest zu kultivieren. Ihre Körper werden in diesem Moment zu einer ausgelaugten und erschöpften Hülle, die die Fähigkeit zum eigenständigen Denken verloren hat und sich dann unter der Führung eines gestärkten neugeborenen „Nestes“ in einen Blütenmann verwandelt."
"notes/note_hellhound/title";"Anomalies: Hellhound";"Аномалии: Адская гончая";"Anomalien: Höllenhund"
"notes/note_hellhound/sector";"Sector: Unknown";"Сектор: Неизвестно";"Sektor: Unbekannt"
"notes/note_hellhound/paragraph/1";"<color=#d28c3c>Hellhounds</color> hunt in packs, lying in ambush in forests and fields, attacking random victims.";"<color=#d28c3c>Адские псы</color> охотятся стаями, таясь в засаде в лесах и полях, нападая на случайных жертв.";"<color=#d28c3c>Höllenhunde</color> jagen in Rudeln, liegen in Wäldern und Feldern auf der Lauer und greifen zufällige Opfer an."
"notes/note_hellhound/paragraph/2";"They will relentlessly pursue their prey, but if they realize they can’t reach it, they will scatter.";"Они будут продолжать преследовать жертву без устали, но если убедятся, что не в силах до нее добраться, разбегутся.";"Sie verfolgen ihre Beute unerbittlich, doch wenn sie merken, dass sie sie nicht erreichen können, zerstreuen sie sich."
"notes/note_hellhound/paragraph/3";"<color=#d28c3c>Hellhounds</color> are much faster than humans, so running from them is a bad idea. The only option is to fight until every last one of them is destroyed. A single hound can't take down an operative, but a group of 5–10 can overwhelm you with sheer numbers, so they should not be underestimated. Special caution is advised near the Rifts — their points of emergence.";"<color=#d28c3c>Адские псы</color> гораздо быстрее человека, так что убегать от них – плохая идея. Остается лишь сражаться, пока они не будут уничтожены все до последней особи. Одному псу не под силу справиться с оперативником, но 5-10 вполне могут взять его числом, поэтому их не стоит недооценивать. Стоит быть особенно осторожными вблизи Разломов, из которых они появляются.";"<color=#d28c3c>Höllenhunde</color> sind deutlich schneller als Menschen, daher ist Flucht keine gute Idee. Die einzige Option ist, zu kämpfen, bis jeder einzelne vernichtet ist. Ein einzelner Hund kann einen Operativen nicht töten, aber eine Gruppe von 5–10 kann dich mit schierer Zahl überwältigen, daher dürfen sie nicht unterschätzt werden. Besondere Vorsicht ist in der Nähe der Risse geboten – ihren Austrittspunkten."
"notes/note_mimic/title";"Anomalies: Mimic";"Аномалии: Мимик";"Anomalien: Mimic"
"notes/note_mimic/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy-Insel"
"notes/note_mimic/paragraph/1";"<color=#d28c3c>Mimics</color> - anomalous organisms appearing as clusters of black tendrils capable of rapid movement across any solid surface, including walls and ceilings.";"<color=#d28c3c>Мимики</color> - аномальные организмы, представляющие собой скопления чёрных щупалец, способные быстро перемещаться по любым твёрдым поверхностям, включая стены и потолки.";"<color=#d28c3c>Mimics</color> – anomale Organismen, die als Ansammlungen schwarzer Tentakel erscheinen und sich schnell über jede feste Oberfläche bewegen können, einschließlich Wände und Decken."
"notes/note_mimic/paragraph/2";"They resemble clouds of black smoke, creating a deceptive impression of immateriality, but the strikes of their sharp tendrils pose a significant threat.";"Внешне напоминают сгустки чёрного дыма, создавая обманчивое впечатление нематериальности. В реальности же удары их острых щупалец представляют серьёзную угрозу.";"Sie ähneln Wolken aus schwarzem Rauch und erwecken den trügerischen Eindruck von Immaterialität, doch die Schläge ihrer scharfen Tentakel stellen eine erhebliche Gefahr dar."
"notes/note_mimic/paragraph/3";"<color=#d28c3c>Mimics</color> are able to inhabit everyday objects of comparable size, making early detection before an attack extremely difficult. In their early developmental stages, their size is roughly comparable to that of a human. Certain mature specimens are capable of growing to such dimensions that they lose the ability to conceal themselves, as no surrounding objects are large enough to contain their bodies.";"<color=#d28c3c>Мимики</color> могут вселяться в повседневные предметы, сопоставимые по размеру с их телом, что делает их своевременное обнаружение до момента атаки крайне сложным. На ранних стадиях развития имеют размеры, сравнимые с человеческими. Отдельные взрослые особи способны вырастать до таких масштабов, что теряют способность к маскировке, так как не находят объектов, способных полностью вместить их тело.";"<color=#d28c3c>Mimics</color> können sich in alltäglichen Objekten vergleichbarer Größe einnisten, was eine frühe Erkennung vor einem Angriff extrem erschwert. In ihren frühen Entwicklungsstadien ist ihre Größe ungefähr mit der eines Menschen vergleichbar. Bestimmte ausgewachsene Exemplare können so groß werden, dass sie sich nicht mehr verbergen können, da keine umgebenden Objekte groß genug sind, um ihren Körper zu fassen."
"notes/note_poltergeist/title";"Anomalies: Poltergeist";"Аномалии: Полтергейст";"Anomalien: Poltergeist"
"notes/note_poltergeist/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy-Insel"
"notes/note_poltergeist/paragraph/1";"<color=#d28c3c>Poltergeist</color> - an immaterial anomaly possessing pronounced telekinetic abilities, enabling it to hurl nearby objects at a target. Its manifestation is accompanied by sounds of children’s laughter or crying.";"<color=#d28c3c>Полтергейст</color> - нематериальная аномалия, обладающая выраженными телекинетическими способностями, позволяющими метать в цель окружающие предметы, Его появление сопровождается звуками детского смеха или плача.";"<color=#d28c3c>Poltergeister</color> – eine immaterielle Anomalie mit ausgeprägten telekinetischen Fähigkeiten, die es ihr ermöglichen, nahe Objekte auf ein Ziel zu schleudern. Ihre Manifestation wird von Kinderlachen oder -weinen begleitet."
"notes/note_poltergeist/paragraph/2";"It is believed that <color=#d28c3c>Poltergeists</color> originate from children lost in a collapsing world and nearly erased from existence. For this reason, most operatives do not attempt to eliminate them (a task made nearly impossible by their immaterial nature), preferring instead to leave the affected area or evade the thrown objects until the anomaly is fully depleted.";"Считается, что в <color=#d28c3c>Полтергейстов</color> превращались дети, потерявшиеся в коллапсирующем мире и почти исчезнувшие, поэтому большинство оперативников не пытаются убить их (что само по себе крайне сложно из-за их нематериальной природы), предпочитая покинуть зону активности или же уклоняться от бросаемых объектов до полного истощения аномалии.";"Es wird angenommen, dass <color=#d28c3c>Poltergeister</color> aus Kindern stammen, die in einer zusammenbrechenden Welt verloren gingen und fast aus der Existenz gelöscht wurden. Aus diesem Grund versuchen die meisten Operativen nicht, sie zu eliminieren (eine Aufgabe, die durch ihre immaterielle Natur nahezu unmöglich ist), sondern ziehen es vor, den betroffenen Bereich zu verlassen oder den geworfenen Objekten auszuweichen, bis die Anomalie vollständig erschöpft ist."
"notes/note_thunderball/title";"Anomaly: Ball Lightning";"Аномалия: Шаровая Молния";"Anomalie: Kugelblitz"
"notes/note_thunderball/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy Insel"
"notes/note_thunderball/paragraph/1";"Soars above the ground at a low altitude and moves around the location.";"Парит над землёй на небольшой высоте и движется по локации.";"Schwebt in geringer Höhe über dem Boden und bewegt sich durch das Gebiet."
"notes/note_thunderball/paragraph/2";"When it comes into contact with a distorted, a flowerman, a car (any material moving object), or operatives it explodes, causing physical destruction and adding impulse.";"При контакте с Искажённым, Цветочником, машиной (любым материальным движущимся объектом) или оперативниками она взрывается, нанося физический урон и добавляя импульс.";"Bei Kontakt mit einem Verzerrten, einem Blumenmann, einem Auto (jedem materiellen beweglichen Objekt) oder Einsatzkräften explodiert er, verursacht physische Zerstörung und erzeugt einen Impuls."
"notes/note_seeds/title";"Anomaly: Seeds";"Аномалия: Семена";"Anomalie: Samen"
"notes/note_seeds/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy Insel"
"notes/note_seeds/paragraph/1";"When any living being moves closer than a meter, seeds start to follow this target, exploding when touched (or shot).";"При приближении любого живого существа на метр семена начинают следовать за этой целью, взрываясь при прикосновении (или выстреле).";"Wenn sich ein Lebewesen auf weniger als einen Meter nähert, beginnen die Samen, das Ziel zu verfolgen und explodieren bei Berührung (oder Beschuss)."
"notes/note_seeds/paragraph/2";"They are slow and don't move over long ranges, but you have to watch your steps carefully.";"Они медлительны и не передвигаются на большие расстояния, но вам придется внимательно следить, куда вы наступаете.";"Sie sind langsam und bewegen sich nicht über große Entfernungen, aber man sollte seine Schritte sorgfältig setzen."
"notes/note_furnace/title";"Anomaly: Embers";"Аномалия: Угли";"Anomalie: Glut"
"notes/note_furnace/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy Insel"
"notes/note_furnace/paragraph/1";"Reminiscent of large flakes of ash covering the ground. When touched, they instantly become hot and heat up the air around them.";"Напоминает большие хлопья пепла, устилающие землю. При прикосновении - мгновенно нагреваются и раскаляют воздух.";"Erinnert an große Ascheflocken, die den Boden bedecken. Bei Berührung werden sie augenblicklich heiß und erhitzen die Luft um sie herum."
"notes/note_furnace/paragraph/2";"A creature trapped in this anomaly is engulfed in flames. From the increase in temperature, the weapon in hands heats up and can start firing involuntarily.";"Существо, оказавшееся в этой аномалии, охватывает пламя. От повышения температуры оружие в руках нагревается и может начать непроизвольно стрелять.";"Ein Wesen, das in diese Anomalie gerät, wird von Flammen verschlungen. Durch die steigende Temperatur erhitzt sich die Waffe in den Händen und kann unkontrolliert feuern."
"notes/note_furnace/paragraph/3";"Small amounts of Active Matter can often be found among the embers. But be careful - don't get burned!";"Среди углей часто можно найти небольшое количество Активной Материи. Но осторожно - не обожгитесь!";"Kleine Mengen an Aktiver Materie sind oft in der Glut zu finden. Aber Vorsicht – nicht verbrennen!"
"notes/note_teleport/title";"Anomaly: Sparkling";"Аномалия: Газировка";"Anomalie: Funkeln"
"notes/note_teleport/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy Insel"
"notes/note_teleport/paragraph/1";"The moment of encountering this anomaly is hardly sweet. A creature stepping on it will be instantly teleported high above the ground and severely damaged by the fall.";"Мгновение встречи с этой аномалией вряд ли будет сладким. Наступившее на неё существо будет мгновенно телепортировано высоко над землёй и серьёзно пострадает от падения.";"Die Begegnung mit dieser Anomalie ist alles andere als angenehm. Ein Wesen, das darauf tritt, wird augenblicklich hoch in die Luft teleportiert und erleidet durch den Aufprall schwere Verletzungen."
"notes/note_teleport/paragraph/2";"This anomaly is difficult to spot from afar. The only thing that gives it away is a slight distortion, like a mirage, and the bubbles that appear here and there, which is why it got its name.";"Эту аномалию сложно заметить издали. Её выдают лишь небольшое искажение, похожее на мираж, и появляющиеся тут и там пузырьки, из-за которых она и получила своё название.";"Diese Anomalie ist aus der Ferne schwer zu erkennen. Das einzige verräterische Zeichen ist eine leichte Verzerrung, ähnlich einem Luftspiegelungseffekt, sowie gelegentlich auftauchende Blasen – daher ihr Name."
"notes/note_jump_pad/title";"Anomaly: Jump Pad";"Аномалия: Батут";"Anomalie: Sprungfeld"
"notes/note_jump_pad/sector";"Sector: Dalniy Island";"Сектор: Остров Дальний";"Sektor: Dalniy Insel"
"notes/note_jump_pad/paragraph/1";"An unformed unstable anomaly. If physical object touches it, anomaly throws it away at high speed. It can hit you against a tree, rocks, or the ground.";"Бесформенная нестабильная аномалия. Если к ней прикасается физический объект, аномалия отбрасывает его на большой скорости. Она может ударить вас о дерево, камни или землю.";"Eine unförmige, instabile Anomalie. Wenn ein physisches Objekt sie berührt, schleudert die Anomalie es mit hoher Geschwindigkeit weg. Sie kann dich gegen einen Baum, Felsen oder auf den Boden schleudern."
"notes/note_jump_pad/paragraph/2";"It looks like a small distortion near the ground, tossing up small rocks. Discharging creates the effect of scattered dust or leaves, as well as a small explosion of distortion.";"Выглядит как небольшое искажение у земли, подбрасывающее мелкие камни. Разряд создает эффект разбросанной пыли или листьев, а также небольшой взрыв искажения.";"Sie sieht aus wie eine kleine Verzerrung nahe dem Boden, die kleine Steine in die Luft wirbelt. Beim Auslösen entsteht ein Effekt aus aufgewirbeltem Staub oder Blättern sowie eine kleine Explosion der Verzerrung."
"notes/note_onboarding_bunker_first_visit/title";"Welcome!";"Добро пожаловать!";"Willkommen!"
"notes/note_onboarding_bunker_first_visit/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_bunker_first_visit/paragraph/1";"Welcome to the Shelter! Stable spacetime pocket for survivors of collapsing timelines—centrally located in the multiverse. Or, at least, I’d like to think it is.";"Добро пожаловать в Убежище. Устойчивый карман пространства-времени для выживших в коллапсирующих линиях — в самом сердце мультивселенной. Ну, по крайней мере, мне нравится так думать.";"Welcome to the Shelter! Stable spacetime pocket for survivors of collapsing timelines—centrally located in the multiverse. Or, at least, I’d like to think it is."
"notes/note_onboarding_bunker_first_visit/paragraph/2";"[[[SubtitlesDivider=16]]]Home sweet home! It looks utilitarian now, but you can help improve it. This place was built by you—plural you. As was the <color=#d28c3c>Agency</color>. As was I. Thank you for that, by the way.";"[[[SubtitlesDivider=16]]]Дом, милый дом! Пока выглядит утилитарно, но уверена, ты сможешь украсить его по своему вкусу. В конце концов, именно ты, вернее варианты тебя, создали это место, а также <color=#d28c3c>Агентство</color> и... меня. Спасибо за это, кстати.";"[[[SubtitlesDivider=16]]]Home sweet home! It looks utilitarian now, but you can help improve it. This place was built by you—plural you. As was the <color=#d28c3c>Agency</color>. As was I. Thank you for that, by the way."
"notes/note_onboarding_bunker_first_visit/paragraph/3";"[[[SubtitlesDivider=16]]]Now, let’s evaluate your adequacy as an operative. Don’t take it personally—every variant goes through this. You’ll recover an item from an agent who failed this very test. Just head to the raid terminal and accept your assignment.";"[[[SubtitlesDivider=16]]]А теперь нам нужно проверить твою пригодность как оперативника. Ничего личного — все варианты проходят через это. Тебе нужно лишь забрать предмет у агента, который провалил этот самый тест. Просто подойди к рейдовому терминалу и прими задание.";"[[[SubtitlesDivider=16]]]Now, let’s evaluate your adequacy as an operative. Don’t take it personally—every variant goes through this. You’ll recover an item from an agent who failed this very test. Just head to the raid terminal and accept your assignment."
"notes/note_onboarding_miniraid_start/title";"Memo to Agent: Raids";"Памятка агенту: Рейды";"Memo an den Agenten: Überfälle"
"notes/note_onboarding_miniraid_start/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_start/paragraph/1";"The agent you need to find is somewhere nearby.";"Агент, которого вам необходимо найти, находится где-то неподалёку.";"Der Agent, den Sie finden müssen, befindet sich in der Nähe."
"notes/note_onboarding_miniraid_start/paragraph/2";"[[[SubtitlesDivider=3.5]]]The Agency's insurance program covers deaths. In the event of <color=#d28c3c>death</color>, your body will be replicated in the shelter and your consciousness will be fully recreated except for the traumatic memories of the destruction of your former biological shell.";"[[[SubtitlesDivider=3.5]]]Страховая программа Агентства покрывает летальный исход. В случае <color=#d28c3c>смерти</color> Ваше тело будет реплицировано в убежище, а сознание полностью воссоздано за исключением травмирующих воспоминаний о разрушении текущей биологической оболочки.";"[[[SubtitlesDivider=3.5]]]Das Versicherungsprogramm der Agentur deckt Todesfälle ab. Im Falle von <color=#d28c3c>Tod</color> wird dein Körper im Unterschlupf repliziert und dein Bewusstsein wird vollständig neu erschaffen, abgesehen von den traumatischen Erinnerungen an die Zerstörung deiner früheren biologischen Hülle."
"notes/note_onboarding_miniraid_healing/title";"Memo to Agent: Wounds and Scars";"Памятка агенту: Ранения и шрамы";"Memo an den Agenten: Wunden und Narben"
"notes/note_onboarding_miniraid_healing/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_healing/paragraph/1";"Research has shown that ignoring damage is a common cause of death and mission failures. Use <color=#d28c3c>first-aid kits</color> to treat wounds.";"Проведенные исследования показали, что игнорирование повреждений является частой причиной летального исхода и провалов задач миссии. Используйте <color=#d28c3c>аптечки</color> для обработки ранений.";"Forschungen haben gezeigt, dass das Ignorieren von Schäden eine häufige Todesursache und ein Grund für Missionserfolge ist. Verwenden Sie <color=#d28c3c>Erste-Hilfe-Sets</color>, um Wunden zu behandeln."
"notes/note_onboarding_miniraid_healing/paragraph/2";"[[[SubtitlesDivider=8]]]The Agency does not guarantee the preservation of scars during body replication.";"[[[SubtitlesDivider=8]]]Агентство не несет ответственности за сохранность шрамов при репликации.";"[[[SubtitlesDivider=8]]]Die Agentur garantiert nicht die Erhaltung von Narben während der Körperreplikation."
"notes/note_onboarding_miniraid_body/title";"Memory Card";"Карта памяти";"Speicherkarte"
"notes/note_onboarding_miniraid_body/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_body/paragraph/1";"Refusal to cooperate with the Agency and loss of the insurance bonus can have fatal consequences for the employee. [[[SubtitlesDivider=7.1]]]Please deliver the key-memory card to the <color=#d28c3c>extraction portal</color>.";"Отказ от сотрудничества с Агентством и потеря страхового бонуса могут иметь фатальные последствия для сотрудника. [[[SubtitlesDivider=7.1]]]Пожалуйста, отнесите ключ-карту памяти в <color=#d28c3c>портал</color> экстракции.";"Die Weigerung, mit der Agentur zusammenzuarbeiten, und der Verlust des Versicherungsbonus können fatale Konsequenzen für den Mitarbeiter haben. [[[SubtitlesDivider=7.1]]]Bitte liefern Sie die Speicherkarte zum <color=#d28c3c>Extraktionsportal</color>."
"notes/note_onboarding_miniraid_body/paragraph/2";"The card is the <color=#d28c3c>key</color> to access the electronic locks in this area: use it to go further.";"Карта является <color=#d28c3c>ключом</color> доступа к электронным замкам в этой области: используйте её, чтобы пройти дальше.";"Die Karte ist der <color=#d28c3c>Schlüssel</color>, um auf die elektronischen Schlösser in diesem Bereich zuzugreifen: Verwenden Sie sie, um weiterzukommen."
"notes/note_onboarding_miniraid_wall/title";"Memo to Agent: Anomalies";"Памятка агенту: Аномалии";"Memo an den Agenten: Anomalien"
"notes/note_onboarding_miniraid_wall/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_wall/paragraph/1";"You have found a gravity <color=#d28c3c>anomaly</color>.";"Вы в гравитационной <color=#d28c3c>аномалии</color>.";"Sie haben eine Schwerkraft-<color=#d28c3c>anomalie</color> gefunden."
"notes/note_onboarding_miniraid_wall/paragraph/2";"There are various types of anomalies in the <color=#d28c3c>zone</color>.";"В <color=#d28c3c>зоне</color> встречаются разнообразные виды аномалий.";"Es gibt verschiedene Arten von Anomalien in der <color=#d28c3c>Zone</color>."
"notes/note_onboarding_miniraid_wall/paragraph/3";"[[[SubtitlesDivider=5.8]]]Most anomalies are dangerous, and approaching them will result in instant but agonizing death. However, anomalies such as this one can be useful for reaching hard to reach areas. Have fun!";"[[[SubtitlesDivider=5.8]]]Большая часть аномалий опасна, и приближение к ним приведёт к мгновенной, но мучительной смерти. Однако, такие аномалии как эта могут быть полезны для достижения труднодоступных областей. Развлекайтесь!";"[[[SubtitlesDivider=5.8]]]Die meisten Anomalien sind gefährlich, und ihre Nähe führt zu sofortigem, aber qualvollem Tod. Anomalien wie diese können jedoch nützlich sein, um schwer zugängliche Bereiche zu erreichen. Viel Spaß!"
"notes/note_onboarding_miniraid_trap/title";"Memo to Agent: Traps";"Памятка агенту: Ловушки";"Memo an den Agenten: Fallen"
"notes/note_onboarding_miniraid_trap/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_trap/paragraph/1";"A <color=#d28c3c>gravity trap</color> is triggered by approaching, shooting or throwing an item.";"<color=#d28c3c>Гравитационная ловушка</color> сработает от приближения, выстрела или броска камня.";"Eine <color=#d28c3c>Schwerkraftfalle</color> wird durch Annäherung, Schießen oder Werfen eines Objekts ausgelöst."
"notes/note_onboarding_miniraid_am/title";"Memo to Agent: Active Matter";"Памятка агенту: Активная Материя";"Memo an den Agenten: Aktive Materie"
"notes/note_onboarding_miniraid_am/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_am/paragraph/1";"Congratulations, you have found <color=#d28c3c>Active Matter</color>! This is a valuable resource that must be extracted from the zone.";"Поздравляем, Вы обнаружили <color=#d28c3c>Активную Материю</color>! Это ценный ресурс, который необходимо извлечь из зоны.";"Herzlichen Glückwunsch, Sie haben <color=#d28c3c>aktive Materie</color> gefunden! Dies ist eine wertvolle Ressource, die aus der Zone extrahiert werden muss."
"notes/note_onboarding_miniraid_am/paragraph/2";"[[[SubtitlesDivider=7.8]]]After the raid, all Active Matter will be forcibly removed and you will receive a statistically generous <color=#d28c3c>reward</color>.";"[[[SubtitlesDivider=7.8]]]После рейда вся Активная Материя будет принудительно изъята, а Вы получите статистически щедрое <color=#d28c3c>возраграждение</color>.";"[[[SubtitlesDivider=7.8]]]Nach dem Raid wird sämtliches Aktives Material zwangsweise entfernt und Sie erhalten eine statistisch großzügige <color=#d28c3c>Belohnung</color>."
"notes/note_onboarding_miniraid_am/paragraph/3";"[[[SubtitlesDivider=7.8]]]Realities destabilize because of Active Matter. It’s dangerous, but it is also the only material capable of repairing the multiverse. The Agency strives to synthesize a resilient timeline—one that survives AM surges and resists collapse.";"[[[SubtitlesDivider=7.8]]]Реальности рушатся из-за Активной Материи. Она опасна, но именно она — единственный материал, способный восстанавливать мультивселенную. Агентство стремится синтезировать устойчивый таймлайн, способный выдержать выбросы АМ и не коллапсировать.";"[[[SubtitlesDivider=7.8]]]Realities destabilize because of Active Matter. It’s dangerous, but it is also the only material capable of repairing the multiverse. The Agency strives to synthesize a resilient timeline—one that survives AM surges and resists collapse."
"notes/note_onboarding_miniraid_portal/title";"Memo to Agent: Extraction Portal";"Памятка агенту: Портал Экстракции";"Memo an den Agenten: Extraktions-Portal"
"notes/note_onboarding_miniraid_portal/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_miniraid_portal/paragraph/1";"This is the <color=#d28c3c>extraction portal</color>. To return to your shelter, approach and <color=#d28c3c>activate</color> it, then stay nearby. [[[SubtitlesDivider=7.5]]]The technical service recommends to spend the wait casually and relaxed.";"Этот <color=#d28c3c>портал экстракции</color>. Чтобы вернуться в своё убежище, подойдите и <color=#d28c3c>активируйте</color> его, а затем оставайтесь рядом. [[[SubtitlesDivider=7.5]]]Техническая служба рекомендует вести себя в области перемещения непринужденно и расслабленно.";"Dies ist das <color=#d28c3c>Extraktionsportal</color>. Um zu deinem Unterschlupf zurückzukehren, gehe näher und <color=#d28c3c>aktiviere</color> es, bleibe dann in der Nähe. [[[SubtitlesDivider=7.5]]]Der technische Dienst empfiehlt, die Wartezeit entspannt und gemütlich zu verbringen."
"notes/note_onboarding_contracts/title";"Memo to Agent: Reporting";"Памятка агенту: Отчётность";"Memo an den Agenten: Berichtserstattung"
"notes/note_onboarding_contracts/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_contracts/paragraph/1";"Thank you for returning the memory card. The lawyers reported that the content is not of significant value, but your diligence and persistence during your search deserve the highest praise.";"Благодарим вас за возвращение карты памяти. Юристы сообщают, что содержимое не представляет существенной ценности, но ваше рвение и упорство во время поисков заслуживают наивысшей оценки.";"Vielen Dank, dass Sie die Speicherkarte zurückgebracht haben. Die Anwälte haben berichtet, dass der Inhalt keinen wesentlichen Wert hat, aber Ihre Sorgfalt und Ausdauer während Ihrer Suche verdienen höchsten Lob."
"notes/note_onboarding_contracts/paragraph/2";"[[[SubtitlesDivider=11.3]]]Use the <color=#d28c3c>missions terminal</color> to report on the completion of your mission.";"[[[SubtitlesDivider=11.3]]]Используйте <color=#d28c3c>терминал миссий</color>, чтобы отчитаться о выполнении задания.";"[[[SubtitlesDivider=11.3]]]Verwende das <color=#d28c3c>Raid-Terminal</color>, um den Abschluss deiner Mission zu melden."
"notes/note_onboarding_monolith/title";"Memo to Agent: Access Levels";"Памятка агенту: Уровни доступа";"Memo an den Agenten: Zugriffsebenen"
"notes/note_onboarding_monolith/hint_text";"From: Agency";"От: Агентство";"Von: Agentur"
"notes/note_onboarding_monolith/paragraph/1";"Dedication to our common goal deserves to be rewarded. This safe and quantum-stable <color=#d28c3c>shelter is now yours</color>.";"Ваша преданность нашему общему делу заслуживает награды. Теперь это безопасное и квантум-стабильное <color=#d28c3c>убежище - Ваше</color>.";"Die Hingabe an unser gemeinsames Ziel verdient es, belohnt zu werden. Dieses sichere und quantenstabile <color=#d28c3c>Zuflucht ist nun deins</color>."
"notes/note_onboarding_monolith/paragraph/2";"[[[SubtitlesDivider=7.7]]]Some shelter systems and functions are not yet available to you. To activate them, you need to increase your <color=#d28c3c>access level</color>.";"[[[SubtitlesDivider=7.7]]]Часть систем и функций убежища ещё недоступны. Чтобы активировать их, вам необходимо повысить ваш <color=#d28c3c>уровень доступа</color>.";"[[[SubtitlesDivider=7.7]]]Einige Zufluchtsysteme und Funktionen sind noch nicht für dich verfügbar. Um sie zu aktivieren, musst du dein <color=#d28c3c>Zugangsniveau</color> erhöhen."
"notes/note_onboarding_monolith/paragraph/3";"[[[SubtitlesDivider=8]]]Get the first one right now by using the <color=#d28c3c>Monolith Access Terminal</color>.";"[[[SubtitlesDivider=8]]]Получите первый из них прямо сейчас, воспользовавшись <color=#d28c3c>терминалом доступа к Монолиту</color>.";"[[[SubtitlesDivider=8]]]Hol dir die erste gleich jetzt über das <color=#d28c3c>Monolith-Zugriffsterminal</color>."
"notes/note_onboarding_bunker_end/title";"Memo to Agent: Further Activities";"Памятка агенту: Дальнейшая деятельность";"Memo an den Agenten: Weitere Aktivitäten"
